NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2A,1233,157,C2, 272 WEST 86TH   STREET                    ,            ,10024,6,0,6,2043,6215,1910,2, C2 ,14300000.0,2/22/2013
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1238,7,C5, 265 WEST 90TH   STREET                    ,            ,10024,9,0,9,1812,4800,1920,2, C5 ,4000000.0,2/11/2013
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1244,29,C1, 75 RIVERSIDE DRIVE                        ,            ,10024,10,0,10,2325,7640,1900,2, C1 ,2850000.0,12/18/2012
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1245,92,C5, 332 WEST 84TH STREET                      ,            ,10024,8,0,8,2052,4576,1900,2, C5 ,3100000.0,10/5/2012
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1246,28,C5, 305 WEST 84TH   STREET                    ,            ,10024,8,0,8,1737,4690,1900,2, C5 ,4500000.0,6/28/2013
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1248,48,C5, 332 WEST 87 STREET                        ,            ,10024,8,0,8,2013,5040,1900,2, C5 ,2850000.0,12/11/2012
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1249,117,C1, 333 WEST 87TH   STREET                    ,            ,10024,9,0,9,1611,5075,1900,2, C1 ,4775000.0,7/18/2013
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1250,102,C5, 304 WEST 90TH STREET                      ,            ,10024,9,0,9,2013,5416,1900,2, C5 ,4200000.0,11/27/2012
UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1251,28,C5, 306 WEST 91ST   STREET                    ,            ,10024,8,0,8,1711,4760,1900,2, C5 ,2200000.0,2/26/2013
UPPER WEST SIDE (79-96)  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1205,22,D1, 5 WEST 91ST STREET                        ,            ,10024,48,0,48,14907,48972,1972,2, D1 ,27150000.0,7/26/2013
UPPER WEST SIDE (79-96)  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1217,57,D1, 166 WEST 87TH   STREET                    ,            ,10024,202,0,202,10872,72000,1914,2, D1 ,17000000.0,12/27/2012
UPPER WEST SIDE (79-96)  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1231,64,D3, 498 WEST END AVENUE                       ,            ,10024,48,0,48,8200,82648,1912,2, D3 ,52500000.0,11/27/2012
UPPER WEST SIDE (79-96)  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1236,44,D6, 2412 BROADWAY                             ,            ,10024,44,8,52,7175,76627,1915,2, D6 ,46500000.0,12/31/2012
