NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56205.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,82278.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,114855.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,81983.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,116990.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,116286.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,36205.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57630.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,55630.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83773.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,107797.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,119778.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,76360.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56205.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39432.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,112905.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,89805.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,114855.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56036.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,79330.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39008.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,87136.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,119743.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39432.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53268.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,78587.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,121000.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56974.0,5/14/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,10200.0,5/9/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH   STREET                    ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,44750.0,5/8/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH                             ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53087.0,4/27/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH   STREET                    ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,44174.0,4/24/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH                             ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,22679.0,4/17/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH                             ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,88573.0,4/12/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH   STREET                    ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39500.0,4/1/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH                             ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,27862.0,3/29/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,115800.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,85430.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,52689.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49705.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,115800.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56886.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,109800.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,136630.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,112905.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58845.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,118137.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,121205.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83495.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,48205.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,117710.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39705.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,50800.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,38584.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,107010.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,105793.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,164700.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,100100.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53268.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,61000.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,118137.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,54320.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,41336.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,55755.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,55789.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,60445.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57850.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,133195.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83245.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,136648.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83245.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,82852.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,40800.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,40848.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49705.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,110140.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,117792.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,160940.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,138005.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,60500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,41153.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,48205.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83245.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56900.0,3/5/2013
